image_file,image_id,image_size,class
./img/128/aluminium_foil\00001.png,00001,"(128, 128)",aluminium_foil
./img/128/aluminium_foil\00002.png,00002,"(128, 128)",aluminium_foil
./img/128/aluminium_foil\00003.png,00003,"(128, 128)",aluminium_foil
./img/128/aluminium_foil\00004.png,00004,"(128, 128)",aluminium_foil
./img/128/aluminium_foil\00005.png,00005,"(128, 128)",aluminium_foil
./img/128/aluminium_foil\00006.png,00006,"(128, 128)",aluminium_foil
./img/128/aluminium_foil\00007.png,00007,"(128, 128)",aluminium_foil
./img/128/aluminium_foil\00008.png,00008,"(128, 128)",aluminium_foil
./img/128/aluminium_foil\00009.png,00009,"(128, 128)",aluminium_foil
./img/128/aluminium_foil\00010.png,00010,"(128, 128)",aluminium_foil
./img/128/aluminium_foil\00011.png,00011,"(128, 128)",aluminium_foil
./img/128/aluminium_foil\00012.png,00012,"(128, 128)",aluminium_foil
./img/128/aluminium_foil\00013.png,00013,"(128, 128)",aluminium_foil
./img/128/aluminium_foil\00014.png,00014,"(128, 128)",aluminium_foil
./img/128/aluminium_foil\00015.png,00015,"(128, 128)",aluminium_foil
./img/128/aluminium_foil\00016.png,00016,"(128, 128)",aluminium_foil
./img/128/aluminium_foil\00017.png,00017,"(128, 128)",aluminium_foil
./img/128/aluminium_foil\00018.png,00018,"(128, 128)",aluminium_foil
./img/128/aluminium_foil\00019.png,00019,"(128, 128)",aluminium_foil
./img/128/aluminium_foil\00020.png,00020,"(128, 128)",aluminium_foil
./img/128/aluminium_foil\00021.png,00021,"(128, 128)",aluminium_foil
./img/128/aluminium_foil\00022.png,00022,"(128, 128)",aluminium_foil
./img/128/aluminium_foil\00023.png,00023,"(128, 128)",aluminium_foil
./img/128/aluminium_foil\00024.png,00024,"(128, 128)",aluminium_foil
./img/128/aluminium_foil\00025.png,00025,"(128, 128)",aluminium_foil
./img/128/aluminium_foil\00026.png,00026,"(128, 128)",aluminium_foil
./img/128/aluminium_foil\00027.png,00027,"(128, 128)",aluminium_foil
./img/128/aluminium_foil\00028.png,00028,"(128, 128)",aluminium_foil
./img/128/aluminium_foil\00029.png,00029,"(128, 128)",aluminium_foil
./img/128/aluminium_foil\00030.png,00030,"(128, 128)",aluminium_foil
./img/128/aluminium_foil\00031.png,00031,"(128, 128)",aluminium_foil
./img/128/aluminium_foil\00032.png,00032,"(128, 128)",aluminium_foil
./img/128/aluminium_foil\00033.png,00033,"(128, 128)",aluminium_foil
./img/128/aluminium_foil\00034.png,00034,"(128, 128)",aluminium_foil
./img/128/aluminium_foil\00035.png,00035,"(128, 128)",aluminium_foil
./img/128/aluminium_foil\00036.png,00036,"(128, 128)",aluminium_foil
./img/128/aluminium_foil\00037.png,00037,"(128, 128)",aluminium_foil
./img/128/aluminium_foil\00038.png,00038,"(128, 128)",aluminium_foil
./img/128/aluminium_foil\00039.png,00039,"(128, 128)",aluminium_foil
./img/128/aluminium_foil\00040.png,00040,"(128, 128)",aluminium_foil
./img/128/aluminium_foil\00041.png,00041,"(128, 128)",aluminium_foil
./img/128/aluminium_foil\00042.png,00042,"(128, 128)",aluminium_foil
./img/128/aluminium_foil\00043.png,00043,"(128, 128)",aluminium_foil
./img/128/aluminium_foil\00044.png,00044,"(128, 128)",aluminium_foil
./img/128/aluminium_foil\00045.png,00045,"(128, 128)",aluminium_foil
./img/128/aluminium_foil\00046.png,00046,"(128, 128)",aluminium_foil
./img/128/aluminium_foil\00047.png,00047,"(128, 128)",aluminium_foil
./img/128/aluminium_foil\00048.png,00048,"(128, 128)",aluminium_foil
./img/128/aluminium_foil\00049.png,00049,"(128, 128)",aluminium_foil
./img/128/aluminium_foil\00050.png,00050,"(128, 128)",aluminium_foil
./img/128/aluminium_foil\00051.png,00051,"(128, 128)",aluminium_foil
./img/128/aluminium_foil\00052.png,00052,"(128, 128)",aluminium_foil
./img/128/aluminium_foil\00053.png,00053,"(128, 128)",aluminium_foil
./img/128/aluminium_foil\00054.png,00054,"(128, 128)",aluminium_foil
./img/128/aluminium_foil\00055.png,00055,"(128, 128)",aluminium_foil
./img/128/aluminium_foil\00056.png,00056,"(128, 128)",aluminium_foil
./img/128/aluminium_foil\00057.png,00057,"(128, 128)",aluminium_foil
./img/128/aluminium_foil\00058.png,00058,"(128, 128)",aluminium_foil
./img/128/aluminium_foil\00059.png,00059,"(128, 128)",aluminium_foil
./img/128/aluminium_foil\00060.png,00060,"(128, 128)",aluminium_foil
./img/128/aluminium_foil\00061.png,00061,"(128, 128)",aluminium_foil
./img/128/aluminium_foil\00062.png,00062,"(128, 128)",aluminium_foil
./img/128/aluminium_foil\00063.png,00063,"(128, 128)",aluminium_foil
./img/128/aluminium_foil\00064.png,00064,"(128, 128)",aluminium_foil
./img/128/aluminium_foil\00065.png,00065,"(128, 128)",aluminium_foil
./img/128/aluminium_foil\00066.png,00066,"(128, 128)",aluminium_foil
./img/128/aluminium_foil\00067.png,00067,"(128, 128)",aluminium_foil
./img/128/aluminium_foil\00068.png,00068,"(128, 128)",aluminium_foil
./img/128/aluminium_foil\00069.png,00069,"(128, 128)",aluminium_foil
./img/128/aluminium_foil\00070.png,00070,"(128, 128)",aluminium_foil
./img/128/aluminium_foil\00071.png,00071,"(128, 128)",aluminium_foil
./img/128/aluminium_foil\00072.png,00072,"(128, 128)",aluminium_foil
./img/128/aluminium_foil\00073.png,00073,"(128, 128)",aluminium_foil
./img/128/aluminium_foil\00074.png,00074,"(128, 128)",aluminium_foil
./img/128/aluminium_foil\00075.png,00075,"(128, 128)",aluminium_foil
./img/128/aluminium_foil\00076.png,00076,"(128, 128)",aluminium_foil
./img/128/aluminium_foil\00077.png,00077,"(128, 128)",aluminium_foil
./img/128/aluminium_foil\00078.png,00078,"(128, 128)",aluminium_foil
./img/128/aluminium_foil\00079.png,00079,"(128, 128)",aluminium_foil
./img/128/aluminium_foil\00080.png,00080,"(128, 128)",aluminium_foil
./img/128/aluminium_foil\00081.png,00081,"(128, 128)",aluminium_foil
./img/128/brown_bread\00082.png,00082,"(128, 128)",brown_bread
./img/128/brown_bread\00083.png,00083,"(128, 128)",brown_bread
./img/128/brown_bread\00084.png,00084,"(128, 128)",brown_bread
./img/128/brown_bread\00085.png,00085,"(128, 128)",brown_bread
./img/128/brown_bread\00086.png,00086,"(128, 128)",brown_bread
./img/128/brown_bread\00087.png,00087,"(128, 128)",brown_bread
./img/128/brown_bread\00088.png,00088,"(128, 128)",brown_bread
./img/128/brown_bread\00089.png,00089,"(128, 128)",brown_bread
./img/128/brown_bread\00090.png,00090,"(128, 128)",brown_bread
./img/128/brown_bread\00091.png,00091,"(128, 128)",brown_bread
./img/128/brown_bread\00092.png,00092,"(128, 128)",brown_bread
./img/128/brown_bread\00093.png,00093,"(128, 128)",brown_bread
./img/128/brown_bread\00094.png,00094,"(128, 128)",brown_bread
./img/128/brown_bread\00095.png,00095,"(128, 128)",brown_bread
./img/128/brown_bread\00096.png,00096,"(128, 128)",brown_bread
./img/128/brown_bread\00097.png,00097,"(128, 128)",brown_bread
./img/128/brown_bread\00098.png,00098,"(128, 128)",brown_bread
./img/128/brown_bread\00099.png,00099,"(128, 128)",brown_bread
./img/128/brown_bread\00100.png,00100,"(128, 128)",brown_bread
./img/128/brown_bread\00101.png,00101,"(128, 128)",brown_bread
./img/128/brown_bread\00102.png,00102,"(128, 128)",brown_bread
./img/128/brown_bread\00103.png,00103,"(128, 128)",brown_bread
./img/128/brown_bread\00104.png,00104,"(128, 128)",brown_bread
./img/128/brown_bread\00105.png,00105,"(128, 128)",brown_bread
./img/128/brown_bread\00106.png,00106,"(128, 128)",brown_bread
./img/128/brown_bread\00107.png,00107,"(128, 128)",brown_bread
./img/128/brown_bread\00108.png,00108,"(128, 128)",brown_bread
./img/128/brown_bread\00109.png,00109,"(128, 128)",brown_bread
./img/128/brown_bread\00110.png,00110,"(128, 128)",brown_bread
./img/128/brown_bread\00111.png,00111,"(128, 128)",brown_bread
./img/128/brown_bread\00112.png,00112,"(128, 128)",brown_bread
./img/128/brown_bread\00113.png,00113,"(128, 128)",brown_bread
./img/128/brown_bread\00114.png,00114,"(128, 128)",brown_bread
./img/128/brown_bread\00115.png,00115,"(128, 128)",brown_bread
./img/128/brown_bread\00116.png,00116,"(128, 128)",brown_bread
./img/128/brown_bread\00117.png,00117,"(128, 128)",brown_bread
./img/128/brown_bread\00118.png,00118,"(128, 128)",brown_bread
./img/128/brown_bread\00119.png,00119,"(128, 128)",brown_bread
./img/128/brown_bread\00120.png,00120,"(128, 128)",brown_bread
./img/128/brown_bread\00121.png,00121,"(128, 128)",brown_bread
./img/128/brown_bread\00122.png,00122,"(128, 128)",brown_bread
./img/128/brown_bread\00123.png,00123,"(128, 128)",brown_bread
./img/128/brown_bread\00124.png,00124,"(128, 128)",brown_bread
./img/128/brown_bread\00125.png,00125,"(128, 128)",brown_bread
./img/128/brown_bread\00126.png,00126,"(128, 128)",brown_bread
./img/128/brown_bread\00127.png,00127,"(128, 128)",brown_bread
./img/128/brown_bread\00128.png,00128,"(128, 128)",brown_bread
./img/128/brown_bread\00129.png,00129,"(128, 128)",brown_bread
./img/128/brown_bread\00130.png,00130,"(128, 128)",brown_bread
./img/128/brown_bread\00131.png,00131,"(128, 128)",brown_bread
./img/128/brown_bread\00132.png,00132,"(128, 128)",brown_bread
./img/128/brown_bread\00133.png,00133,"(128, 128)",brown_bread
./img/128/brown_bread\00134.png,00134,"(128, 128)",brown_bread
./img/128/brown_bread\00135.png,00135,"(128, 128)",brown_bread
./img/128/brown_bread\00136.png,00136,"(128, 128)",brown_bread
./img/128/brown_bread\00137.png,00137,"(128, 128)",brown_bread
./img/128/brown_bread\00138.png,00138,"(128, 128)",brown_bread
./img/128/brown_bread\00139.png,00139,"(128, 128)",brown_bread
./img/128/brown_bread\00140.png,00140,"(128, 128)",brown_bread
./img/128/brown_bread\00141.png,00141,"(128, 128)",brown_bread
./img/128/brown_bread\00142.png,00142,"(128, 128)",brown_bread
./img/128/brown_bread\00143.png,00143,"(128, 128)",brown_bread
./img/128/brown_bread\00144.png,00144,"(128, 128)",brown_bread
./img/128/brown_bread\00145.png,00145,"(128, 128)",brown_bread
./img/128/brown_bread\00146.png,00146,"(128, 128)",brown_bread
./img/128/brown_bread\00147.png,00147,"(128, 128)",brown_bread
./img/128/brown_bread\00148.png,00148,"(128, 128)",brown_bread
./img/128/brown_bread\00149.png,00149,"(128, 128)",brown_bread
./img/128/brown_bread\00150.png,00150,"(128, 128)",brown_bread
./img/128/brown_bread\00151.png,00151,"(128, 128)",brown_bread
./img/128/brown_bread\00152.png,00152,"(128, 128)",brown_bread
./img/128/brown_bread\00153.png,00153,"(128, 128)",brown_bread
./img/128/brown_bread\00154.png,00154,"(128, 128)",brown_bread
./img/128/brown_bread\00155.png,00155,"(128, 128)",brown_bread
./img/128/brown_bread\00156.png,00156,"(128, 128)",brown_bread
./img/128/brown_bread\00157.png,00157,"(128, 128)",brown_bread
./img/128/brown_bread\00158.png,00158,"(128, 128)",brown_bread
./img/128/brown_bread\00159.png,00159,"(128, 128)",brown_bread
./img/128/brown_bread\00160.png,00160,"(128, 128)",brown_bread
./img/128/brown_bread\00161.png,00161,"(128, 128)",brown_bread
./img/128/brown_bread\00162.png,00162,"(128, 128)",brown_bread
./img/128/corduroy\00163.png,00163,"(128, 128)",corduroy
./img/128/corduroy\00164.png,00164,"(128, 128)",corduroy
./img/128/corduroy\00165.png,00165,"(128, 128)",corduroy
./img/128/corduroy\00166.png,00166,"(128, 128)",corduroy
./img/128/corduroy\00167.png,00167,"(128, 128)",corduroy
./img/128/corduroy\00168.png,00168,"(128, 128)",corduroy
./img/128/corduroy\00169.png,00169,"(128, 128)",corduroy
./img/128/corduroy\00170.png,00170,"(128, 128)",corduroy
./img/128/corduroy\00171.png,00171,"(128, 128)",corduroy
./img/128/corduroy\00172.png,00172,"(128, 128)",corduroy
./img/128/corduroy\00173.png,00173,"(128, 128)",corduroy
./img/128/corduroy\00174.png,00174,"(128, 128)",corduroy
./img/128/corduroy\00175.png,00175,"(128, 128)",corduroy
./img/128/corduroy\00176.png,00176,"(128, 128)",corduroy
./img/128/corduroy\00177.png,00177,"(128, 128)",corduroy
./img/128/corduroy\00178.png,00178,"(128, 128)",corduroy
./img/128/corduroy\00179.png,00179,"(128, 128)",corduroy
./img/128/corduroy\00180.png,00180,"(128, 128)",corduroy
./img/128/corduroy\00181.png,00181,"(128, 128)",corduroy
./img/128/corduroy\00182.png,00182,"(128, 128)",corduroy
./img/128/corduroy\00183.png,00183,"(128, 128)",corduroy
./img/128/corduroy\00184.png,00184,"(128, 128)",corduroy
./img/128/corduroy\00185.png,00185,"(128, 128)",corduroy
./img/128/corduroy\00186.png,00186,"(128, 128)",corduroy
./img/128/corduroy\00187.png,00187,"(128, 128)",corduroy
./img/128/corduroy\00188.png,00188,"(128, 128)",corduroy
./img/128/corduroy\00189.png,00189,"(128, 128)",corduroy
./img/128/corduroy\00190.png,00190,"(128, 128)",corduroy
./img/128/corduroy\00191.png,00191,"(128, 128)",corduroy
./img/128/corduroy\00192.png,00192,"(128, 128)",corduroy
./img/128/corduroy\00193.png,00193,"(128, 128)",corduroy
./img/128/corduroy\00194.png,00194,"(128, 128)",corduroy
./img/128/corduroy\00195.png,00195,"(128, 128)",corduroy
./img/128/corduroy\00196.png,00196,"(128, 128)",corduroy
./img/128/corduroy\00197.png,00197,"(128, 128)",corduroy
./img/128/corduroy\00198.png,00198,"(128, 128)",corduroy
./img/128/corduroy\00199.png,00199,"(128, 128)",corduroy
./img/128/corduroy\00200.png,00200,"(128, 128)",corduroy
./img/128/corduroy\00201.png,00201,"(128, 128)",corduroy
./img/128/corduroy\00202.png,00202,"(128, 128)",corduroy
./img/128/corduroy\00203.png,00203,"(128, 128)",corduroy
./img/128/corduroy\00204.png,00204,"(128, 128)",corduroy
./img/128/corduroy\00205.png,00205,"(128, 128)",corduroy
./img/128/corduroy\00206.png,00206,"(128, 128)",corduroy
./img/128/corduroy\00207.png,00207,"(128, 128)",corduroy
./img/128/corduroy\00208.png,00208,"(128, 128)",corduroy
./img/128/corduroy\00209.png,00209,"(128, 128)",corduroy
./img/128/corduroy\00210.png,00210,"(128, 128)",corduroy
./img/128/corduroy\00211.png,00211,"(128, 128)",corduroy
./img/128/corduroy\00212.png,00212,"(128, 128)",corduroy
./img/128/corduroy\00213.png,00213,"(128, 128)",corduroy
./img/128/corduroy\00214.png,00214,"(128, 128)",corduroy
./img/128/corduroy\00215.png,00215,"(128, 128)",corduroy
./img/128/corduroy\00216.png,00216,"(128, 128)",corduroy
./img/128/corduroy\00217.png,00217,"(128, 128)",corduroy
./img/128/corduroy\00218.png,00218,"(128, 128)",corduroy
./img/128/corduroy\00219.png,00219,"(128, 128)",corduroy
./img/128/corduroy\00220.png,00220,"(128, 128)",corduroy
./img/128/corduroy\00221.png,00221,"(128, 128)",corduroy
./img/128/corduroy\00222.png,00222,"(128, 128)",corduroy
./img/128/corduroy\00223.png,00223,"(128, 128)",corduroy
./img/128/corduroy\00224.png,00224,"(128, 128)",corduroy
./img/128/corduroy\00225.png,00225,"(128, 128)",corduroy
./img/128/corduroy\00226.png,00226,"(128, 128)",corduroy
./img/128/corduroy\00227.png,00227,"(128, 128)",corduroy
./img/128/corduroy\00228.png,00228,"(128, 128)",corduroy
./img/128/corduroy\00229.png,00229,"(128, 128)",corduroy
./img/128/corduroy\00230.png,00230,"(128, 128)",corduroy
./img/128/corduroy\00231.png,00231,"(128, 128)",corduroy
./img/128/corduroy\00232.png,00232,"(128, 128)",corduroy
./img/128/corduroy\00233.png,00233,"(128, 128)",corduroy
./img/128/corduroy\00234.png,00234,"(128, 128)",corduroy
./img/128/corduroy\00235.png,00235,"(128, 128)",corduroy
./img/128/corduroy\00236.png,00236,"(128, 128)",corduroy
./img/128/corduroy\00237.png,00237,"(128, 128)",corduroy
./img/128/corduroy\00238.png,00238,"(128, 128)",corduroy
./img/128/corduroy\00239.png,00239,"(128, 128)",corduroy
./img/128/corduroy\00240.png,00240,"(128, 128)",corduroy
./img/128/corduroy\00241.png,00241,"(128, 128)",corduroy
./img/128/corduroy\00242.png,00242,"(128, 128)",corduroy
./img/128/corduroy\00243.png,00243,"(128, 128)",corduroy
./img/128/cotton\00244.png,00244,"(128, 128)",cotton
./img/128/cotton\00245.png,00245,"(128, 128)",cotton
./img/128/cotton\00246.png,00246,"(128, 128)",cotton
./img/128/cotton\00247.png,00247,"(128, 128)",cotton
./img/128/cotton\00248.png,00248,"(128, 128)",cotton
./img/128/cotton\00249.png,00249,"(128, 128)",cotton
./img/128/cotton\00250.png,00250,"(128, 128)",cotton
./img/128/cotton\00251.png,00251,"(128, 128)",cotton
./img/128/cotton\00252.png,00252,"(128, 128)",cotton
./img/128/cotton\00253.png,00253,"(128, 128)",cotton
./img/128/cotton\00254.png,00254,"(128, 128)",cotton
./img/128/cotton\00255.png,00255,"(128, 128)",cotton
./img/128/cotton\00256.png,00256,"(128, 128)",cotton
./img/128/cotton\00257.png,00257,"(128, 128)",cotton
./img/128/cotton\00258.png,00258,"(128, 128)",cotton
./img/128/cotton\00259.png,00259,"(128, 128)",cotton
./img/128/cotton\00260.png,00260,"(128, 128)",cotton
./img/128/cotton\00261.png,00261,"(128, 128)",cotton
./img/128/cotton\00262.png,00262,"(128, 128)",cotton
./img/128/cotton\00263.png,00263,"(128, 128)",cotton
./img/128/cotton\00264.png,00264,"(128, 128)",cotton
./img/128/cotton\00265.png,00265,"(128, 128)",cotton
./img/128/cotton\00266.png,00266,"(128, 128)",cotton
./img/128/cotton\00267.png,00267,"(128, 128)",cotton
./img/128/cotton\00268.png,00268,"(128, 128)",cotton
./img/128/cotton\00269.png,00269,"(128, 128)",cotton
./img/128/cotton\00270.png,00270,"(128, 128)",cotton
./img/128/cotton\00271.png,00271,"(128, 128)",cotton
./img/128/cotton\00272.png,00272,"(128, 128)",cotton
./img/128/cotton\00273.png,00273,"(128, 128)",cotton
./img/128/cotton\00274.png,00274,"(128, 128)",cotton
./img/128/cotton\00275.png,00275,"(128, 128)",cotton
./img/128/cotton\00276.png,00276,"(128, 128)",cotton
./img/128/cotton\00277.png,00277,"(128, 128)",cotton
./img/128/cotton\00278.png,00278,"(128, 128)",cotton
./img/128/cotton\00279.png,00279,"(128, 128)",cotton
